Start Date,End Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Tag
03/13/2009 0:00:00,,ARRESTED LEADER KAREL OF POK,,"ABILA, Kronos - in another unconscionable movement against the citizens of Kronos, the previous police of today arrested leader Elian Karel of POK in false loads of the fiscal evasion.  They lead it - manacled - of a meeting of the protectors of Kronos in Elodis, a rural municipality outer Abila.

Demonstrating its humor of the registered tradename, Karel raised its wrists and joked to its those in favor as they lead far it, “I conjecture who I must not have sent the president those water boxes in bottle for its birthday.”",,Daily Pegasus,,,
06/21/2010 0:00:00,,"IN MEMORY:  THE DEATH OF ELIAN KAREL, A LATER YEAR",,"ABILA, Kronos - one year suffered young people died today in search of a rosier future for its compatriots in cold, cement prison.  He was attended only by apathetic guards which had been charged with holding him awaiting a research for tax fraud.  In place of it, ever in the early morning hours of 19 June, Elian Karel with wounds inexplicable with the official cause of death died.

The report that by the Coroner of the city Abila in July 2010 is released schreef the death of Karel to sudden hartstilstand, and the research had been closed soon afterwards.  The nameless sources near at the research, however, have issued witness declaration which the shown signs of Karel body of bone strength traumatism, schuring and cracks prevented that within hours by its dead.",,The Wrap,,,
01/21/2014 0:00:00,,ON SCENE BLOG,,"the 1013 MODERNIZATION - the CEO Sten Sanjorge, Jr. it is not between it employs to it to you lacking GAStech and it is sure posterior part in the centers of Tethys of the GAStech in the center understood them.

The names of the missing have still not been freed.",,Modern Rubicon,,,
05/16/1998 0:00:00,,ELODIS PUBLIC HEALTH FACT SHEET,,"ELODIS, Kronos - At the request of the citizens of Elodis, Wellness for All has published a report on the impact of gas drilling operations on water quality and public health.",,News Online Today,,,
01/19/2014 0:00:00,,TO MEET the WHOLE FOR Tomorrow morning,,"ABILA, Kronos - with a meeting to place tomorrow at 8 AM, the public call to the saving initial recent, and PRESIDENT Sten St George, Jr. in journalists of city will be downward on the registered offices of GAStech - of Kronos in the droves with the abundance of the questions.

The post of Abila will send Haneson Ngohebo, author above of the Blog scene, with the blog of phase the event with the hopes to oblige St. George, Jr. and its control of GAStech - of Kronos groups to present its observations on the IPO, their recent falls of wind, and plans of GAStech for Kronos.",,Athena Speaks,,,
06/20/2011 0:00:00,,A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,,"ABILA, Kronos – Two years ago yesterday Elian Karel died at age 28 in an Abila jail cell, purportedly of cardiac arrest.  He had been arrested three months prior for spurious charges of tax evasion and left to linger in a jail cell without further legal action.  His attorney, Michale Kraft made several appearances in court demanding that the government outline their specific charges, and release Karel.  Kraft had reached an agreement with the government that charges would be reduced and the Karel be released pending a trial, but Karel died two days before he was to go free.

Questions linger, however, about the manner of Karel’s death.  Requests for information were met with assurances that the police –whose custody Karel was in at the time of his death – would do everything possible to perform an exhaustive investigation.",,Homeland Illumination,,,
06/21/2009 0:00:00,,The protest gives violent return in Abila,,"ABILA, Kronos - a meeting of hundreds of protestors allied with ""protectors the movement of Kronos"" given return to the violence today as the angry activists expressed their displeasure in the innocent citizens of Abila after hearing the news of the death of Elian Karel of the POK leader.  Karel, that was been waiting the test for the fiscal evasion, was found dead in its cell of the jail yesterday in the morning.

The POK assembly began enough Pacific with the mottos and to shake sung generally of the samples of the protest, but then a young person shakes-rouser grasped bullhorn and began to urge the crowd to the violence.  The crowd broke windows and destroyed stores in the area of Siopa, it fixed fires to the streets, and clashed with police.  The additional forces of the police responded to contain the chaos and were forced to use the bullets and the tear gas of rubber to disperse to the crowds.",,The Guide,,,
01/20/2014 0:00:00,,Breaking: Emergency at GAStech Headquarters Building [Updates],,"Update, 12:20 PM:  The Abila police have been called to respond to GAStech headquarters for an unspecified emergency. (editor's note - The call was overheard on a police scanner.  The Abila police know this channel is monitored by the media and often do not give the reason for the response)",,Kronos Star,,,
05/19/2003 0:00:00,,THE ROUCOULEMENT OF HANK FLUSS GASTECH DIES IN 73,,"CENTRUM, Tethys - the hank Fluss, ROUCOULEMENT of international GAStech, died of a heart attack at its office in the registered offices of the center of the centrum of the company. Although Fluss was 73 years, its death came like shock.

The Fluss hank spent 40 years with GAStech, treating as a friend Sten Sanjorge, Sr. in 1963 when both started outside all alone. Like wildcatters, they started to drill in the sectors not previously known to be gas layers. After much failed of the wells and on the point of the financial ruin, of Fluss and Sanjorge, Sr. tightened on finding thereafter one of the largest layers of gases unexploited in Tethys.",,The Light of Truth,,,
02/19/2009 0:00:00,,Protest POK on the ends of the Hoofdkwartier GAStech in arrests,,"ABILA, Kronos - Dozens protesters which guards of the collection Kronos (of POK became) attend for the regional hoofdkwartier GAStech in Abila arrested for violating vanochtend.  The collection POK had been meant the attention on their requirements of environment damage which is caused to establish by the development of gas and oil areas around Kronos by foreign companies such as GAStech.  Approximately two hundred people collected themselves for the GAStech construction chanting slogans and the undulating signs which loved visages people that according to reports because of environment pollution have died.  Ten of protestors chained themselves to the doors of the bldg. in a attempt employees prevent GAStech will work.

Spokesman Adrien aforesaid Carman of the police force, we permitted the group one or other breadth with their collection, but when GAStech complained that protestors entrance to their construction blocked, we had demonstrate.  The last thing which we have wanted to happen were for become to be hurt employee GAStech who by the mob only because he tried will work.",,The Truth,,,
11/10/1998 0:00:00,,The ministry of health examines the complaints of pollution,,"ABILA, Kronos - the minister of health Cesare Nespola kondigde today to that its organization require of abnormal health questions in areas researches those boorplaats would surround of bending Tiskele.  Minister aforesaid Nespola, we have to no reason believe that drilling has resulted at bending Tiskele in any pollution of surface or source water in the area.  However, I believe it if minister of health is important appropriate do zeal and the reports of sickness Elodis to examine near the municipality.  Treating our people is my number one priority.

In related news, a press communication of the office of Nespola declared that its office a license to practice medicine to a oncoloog Tethys who has granted, turns into him the first license given oncoloog in history Kronos.  Dr. Ronald Gerard a resident will be at the general hospital Abila.",,The Truth,,,
